ko,en
아뜰리에101,atelier101
헬로키친 ,Hello Kitchen
쁘아쏭,POISSON
살롱 드 모비딕,SALON DE MOBYDICK
베러나이브스,Better Naives
웨이사이드,wayside
그루타,GRUTA
알고커피,ALGO COFFEE
화경갈비작은꼬치점,3호점
마이오운가든,My own garden
스칼라99번지,"Via della Scala, 99"
란돌프 서울숲,LANDOLPH
그릭나인,GREEK NINE
펍 에버모어,pup evermore
고니,GONI
텍스트북,TEXTBOOK
카페 스몰띵,smallthing
모어 매니 모어,MORE MANY MORE
말차봉,malchabong
몰리나리카페,Molinari caffe
어필 남산,uphill namsan
닥터잉크,DR.INK
포동,Pho Dong
페브,Feb
스테이 플리쉬,stay foolish
리유,Re.U
민스포,Min's Pho
"콤마,","COMMA,"
카페 아이,i
오뇽,OIGNON
띵즈34,THINGS34
콩스,kongs
스턴 하우스,STUN HOUS
호네뜨,HONNETE
코지 501,COZY 501
타티부엌,Tati부엌
모모모 베이커리,momomo bakery
필,Feel
카페몬스터레빗,cafe MonsteRabbit
성수 팍스,Park's
뽀댓비엣,Pho Dac Biet
서초커피작업실,Seocho 1346
아로하,aroha
포리스트 키친,Forest Kitchen
플라워 문,Flower Moon
살롱 드 드링크,Salon de Drink
태그어스,Tagus
믹스,MIX
긱스,GYCS
아일랜드 레스토랑,Island Restaurant
루프힙,Roof Hip
파페,PAPE
생츄어리,Sanctuary
브라운 프론트 도어,BROWN FRONT DOOR
풀,POOL
식스틴버거로드,sixteen burger road
나일,NYIL
아이엠피,IMP
피더블유에이,P.W.A
잍힝,Eathing
누운,NUUN
채온,CHAEON
올.데이,ALL.day
퍽앤어니언,Puck'n Onion
크로우,KROW
듀몽드,Dieu Monde
샌도,SandO
옥휴바,OKHUE BAR
좋은날,Better day
글로브,GLOVE
설렘,Seolrem
비비큐,BBQ
홍스,HONGS
피자유니온,PIZZA UNION
아툼,ATUM
부스틴,BOOSTN
포우즈,PAUSE
코코커피,COCO COFFEE
제이크베이크,jake bake
커민,COMMIN
앨리,Allie
엠버스,EMBERS
웅장,woongjang
완백부대찌개 상암디디엠씨,DDMC
리글림,regleam
더티스낵,Dirtysnack
펠라쉽,Fellaship
홀리앤졸리도넛 영등포점,HOLLY&JOLLY
더블류,w
우주,uzu seoul
테이크잇이지,Take Eat Easy
하노이포,HA NOI PHO
미 테이블,ME TABLE
오디씨에스,ODCS
엠티 도넛,EMPTY DONUT
렁팡스,L'enfance
언코르크드,UNCORKED
안녕 사이 공 포,SAI GON PHO
쿡희희,cookiehee
잇세븐,eat7
오늘,giorno
카페카페,kAFE-KAFE
피앤케이 푸드,P&K food
투니크,Toonique
아이아이알,iiR
얼루전,Allusion
에스알이 커피룸,sRe coffeeroom
미하무,mi ha mu
리히터,RICHTER
스마비,smaby
두지엠 크뤼,2eme cru
칠홉스 이태원 프로젝트,CHILLHOPS ITAEWON PROJECT
브루잉 버니즈,brewing bunnies
커피 키위,Coffee kiwi
푸크,PUKK
오드,ODD
퓨그릴,feu grill
키릴,Kyril
오맥,Oh! MaC
리즈랩,RIZːLAB
메종188,MAISON188
에프터 바버샵,After Barbershop
아뜰리에8,Atelier8
마그마커피,MAGMA COFFEE
비스트로엘,Bistro L
웰 하우스,Well haus
카페 드 오,cafe de O
식스 나잇,Six night
토토,ToTo 1001
에이에이지에이치,AAGH
타크,TAKK
디어다온,DEAR DAON
글램,GLAM
이이알티,eert
정글주스,Jungle Juice
비,B
아티클,article
카페핸크,Hanc
소 하우스 바,so house bar
머지피스,merged pieces
럭럭카페,LUCK! LUCK! cafe&dessert
버거스트,Burgerst
더드롭바이,THEDROPBY
아웃오브타임,OUT OF TIME
파스타코스,pastacos
은꼬시,NKOSI
엑시트,EXXIT
바로,Baro
팔레트,Palette
언더베이크,UNDERBAKE
래빗온더터틀,Rabbit on the turtle
테이블,table
스컬피,Skrrfee
원디아더,ONE THE OTHER
더 슈퍼피넛버거 스탠다드,THE SUPER PEANUT BURGER STANDARD
카페 우붓,CAFE UBUD
램미커피,Lemme coffee
와인투고,wine to go
키미,KIMI
쿠아드너프,Quoi de neuf
피자쏭,Pizza ssong
비아페,B.afe
엠에스엠알,MSMR
질,quality
포브,pov
카페앤,Cafe ANN
쿡희,cook hee
투더문,To the moon
팬시버거클럽,Fancy burger club
봉봉에그랩,Bonbon eggrap
에이나인에이나인에이나인,A9A9A9
1983브레드,Bread/연희점
베베베,BBB
커퓟,coffwit
포스트 노 빌즈,POST NO BILLS
쓰리 블렌드,3 Blend
모코커피,moko coffee
파크 689,PARK 689
보드가야,BODHGAYA
라땅뜨315,Lattante315
엠에이,M.A
미타무,mitamoo
어스 레가시,EARTH LEGACY
루트7,Route 7
사우스,SOUTH
로우볼,Lowball
마굿간,MAGUGAN
그로떼,Grotte
스타클링,STARKLING
와인엔파스타,wine&pasta
이지키친,EASY KITCHEN
매드,MAD
카페4길25,cafe 4gil 25
도우대디,Dough Daddy
사부아르 1983 ,SAVOIR 1983
코드,CODE
사이공파크,SAIGON PARK
카페타밥,Cafe TABOP
씨엠지지 라운지,cmgg LOUNGE
타만타,Tamantar
하우 엠,How M
필리필리,philly philly
로이스토,LOISTO
배드 벗 나이스,BAD BUT NICE
버팔로스팟,Buffalo Spot
프룻연,Fruit Yeon
팔구사,894
와인쌤마켓,WINE SSEM MARKET
엠엔에스,MNS
티피박시,T.P BOX
더바,TheBar
더퍼스트,The 1st
자베즈,Javezz
섬진강참숯민물장어,2호점
무안뻘 낙지이야기 마이 시크리트 레써피,My Secret Recipe
주,Zoo
굿데이,Good-Day
업퍼,UPPER
모스,MOSS
씨에프,CF
와이밍,Y-Ming
크레이지 더블유시,crazy w.c
일그램,1g
휴고,HUGO
토마토,Tomato
베이,BAY
지글로,Gigolo
티에이투,Ta2
사이렌,siren
고젠 바 앤 그릴 ,gozen bar and grill
포르코로쏘,Porco Rosso
블렌드,blend
로랑생,Laurencin
떼르,TERRE
미뇽,MIGNON
벤시몽,BENSIMON
오후,OHU
도크도,DOCKDO
미보고,MIBOGO
콘트라스트,KONTRAST
파스타 프레스카,pasta fresca
랍스타킹,lobster king
지에프,GF
제이더블유,JW
펑키보이,funky Boy
문크레페,MOON CREPE
웰브루,WellBrew
카페 제제,"Z,0"
와이투커피,Y2 coffee
에프엔와이,F&Y
구일공,910
애프터워크,After Work
꼼뽀스텔라,COMPOSTELA
티유씨,TUC
플로렌스,Florence
스펀지 펍,Sponge Pub
에스메라도,esmerado
프렌즈,friends
블렌티,blentea
트랜스,TRANS
메를린,merlin
후식,whoseek
88씨오씨,88.COC
파스타미,ME
맨션나인,Mansion9
어쉬,USH
카페베르겐,Kafe` Bergen
심도,Simdo
스페이스유,SPACEYOU
디어리스트,DEARest
디쉬캔버스,Dish Canvas
디태치먼트,detachment
조이,JOY
분식,BOONSEEK
스튜디오47,STUDIO47
플랩,FLAP
타이쇼케이,taisho K
디랩지,DLAB G
잇츠에그 성수역점 ,It's Egg
타이테이블,ThaiTable
키프1.15,kiffe1.15
아이디호프,I.D
포,pho:
하이마라탕,Hi마라탕
르네테르,Renaitre
산도,sando
고기,GOGI
오프체인,OFFCHAIN
잡동산,Kramuri
딥피맥,Deep Pi Mac
문 스페이스 스타,Moon Space Star
브레드 럼,Bread rum
멀로니스스테이션,Maloney's station
하푸난,Hapunan
피비에이,PBA
코코로,KOKORO
미노리키친,Minori Kitchen
스텔라 피자앤바,STELLA PIZZA&BAR
슈바벤,SuBaBen Coffee
델리 팰리스,Delhi Palace
롱브르 378 ,lombre 378
328 치킨,328chicken
콤마,comma
306피자,PIZZA
퐁닭,PONGDAK
제이에스푸드,JS푸드
쁘띠 몬스트리,PETIT MONSTRE
클럽(CLUB)바,BAR
캔디그라인드,CNDYGRND
볼스테드,VOLSTEAD
비로드,B.ROAD
필하우스,Feel house
쥬스,JUICE
아이리스,Iris
방콕72,Bangkok72
오,O
아프로디테,Aphrodite
필,feel
더블유,w
텐야,TENYA
파올로데마리아,Paolodemaria
팝컨테이너,POPCONTAINER
제이제이,JJ
에스제이,SJ
씨엠씨엠,CmCm
코마,COMA
두오모,DUOMO
스모키살룬,SmoKey Saloon
로코코,LOCOCO
브레드토크명동점,BREAD TALK
비비큐,B.B.Q
돈이치,DONICHI
카페요기,cafe  YOGI
벙커,Bunker
테로커피,TERO COFFEE
더째즈,The Jazz
오투,O2
샤포,Chapeau
카르페디움,Carpe diem
프리죤,free Zone
언더루프,UNDER ROOF
인,In
라떼 구스또,LATTE GUSTO
앳홈,At home
작은프랑스,La Petite France
메츄어맨에스프레소,Mature man Espresso
엠,M
카페 데일리,Cafe Daily
뷰앤키친,VIEW & KITCHEN
스카이,SKY
술,SOOL
라뜰리에,Latelier
커피 타임,Coffee Time
제이제이,JJ
방콕 익스프레스,BANGKOK EXPRESS
램,LAMB
아이씨아이,I.C.I
유티에스,UTS
겟츠,GETZ
일파로,IL FARO
오비,OB
슈퍼맨,Souperman
제니,Jeny
콜스,COLS
버드,BUD
굿,Good
펍라붐,PUB LABOUM
수북,SOO BOOK
육진,600그람의진실
시에가,siega
애플,apple
스카이,SKY
카페핑구,Cafe Ping9
꾸오꼬,CUOCO
토마토,Tomato
아이디,ID
더헝그리독,The Hungry Dog
미스터야끼야끼,Mr.야끼야끼
키친그레잇,Kitchen Gr8
맘스피칸,Mom'specan
칼디,KALDI
이프,IF
홀릭,HOLIC
크램므,cremme
갤러리카페,GALLERY CAFE
위,WE
주주0204,zuzu0204
미트143,Meet143
호푸드,Hofood)치킨(신정네거리점
빅컵.피,Big Cup. Fee
야니,yanni
지안,GIAN
더홀리스피릿,The Holy Spirit
로스팅밀,Roasting mill
랩1,LAB1
소호,SOHO
모야,MoYa
바구트,BARGUT
비비큐,BBQ 왕십리점
비에이치씨,bhc
샾,sharp ＃
투웨이,way
카페메이,CAFE MAY
러블리 첸코,Lovely chenco
비,B
어바웃 비어,About Beer
디제이쿡,DJ COOK
한잔,HANJAN
위드바,WITH BAR
스미스바니스페셜티커피,Smith Barney Specialty Coffee
라이프,Life
마이마이,MYMY
먹고갈래가져갈래,Here or To go
비에이치씨,BHC
비스트로알리,Bistro AL'LI
레드도그,RED DOG
라젬,RAZEM
바움,Baum102
쎈토,scento
비비큐치킨,B.B.Q
쎄이,SAY
티 브레이크 타임,TEA BREAK TIME
살,SAL
가오,G.A.O
짜르,ZZAR
유.에스,U.S
제이.에스,J.S
케냐.사파리.커피,kenya.safari.coffee
어게인,again
더 도어스,THE DOOR`S
카페코이 ,Cafe Coi
킵더스마일,KEEP THE SMILE
엣파니니,At Panini
비비큐,B.B.Q.
더,The
락앤웍,Rak`n Wok
잭클래식바,Jack Classic Bar
쉐프박스,Chef Box
오비로비,Obby-Lobby
에이원,A-one
저스트,JUST
코팬,kOPAN
카스클럽,18.19호
스타켓,Star CAT
엠,M
드시오 ,De'Cio
리스,Lee's
쎄이,SAY
파코,PACO
플래쉬커피,FLASH COFFEE
헤븐스도어,Heaven's Door
티.지.아이.프라이데이스명동밀리오레점,T.G.I.FRIDAY'S
모빈,MOVIN
마마,MAMA
쌀로,SSALLO
비,Bee
르셰프블루코리아,Le Chef Bleu Korea
굳프랜즈,Good Frends
비엠더블유,B.M.W
하바나,habana
레프트코스트,Left Coast
더런치,The Lunch
쉬즈,She's
차이,Chai
블루먼데이,BlueMonday
어쿠스틱,Acoustic
치치,chichi
불앤배럴,BULL&BARREL
팔러,Parlour
블렌드랩,BlendLab
와바,WABAR
앤다 ,AND DA
스탠딩비어,STANDING BEER
리틀쿠바,Little Cuba
챔스,Champs
로이스닭컴,COM
맘마 비스트로,MAM MA BISTRO
불독라운지,The Bulldog Lounge
비해피,Be happy
쿰,Qooom
알오아이,ROI
카페온21,CAFE ON21
듀오,DUO
눈,NOON
더바,The Bar
조금더,some more
콤마,COMMA
게쉬탈트,Gestalt
제이케이,J.K
허니밥스,Honey bobs
그레꼬 ,Greco
코모,como
에이치,H
피카부,peekaboo
빠바,Bar Ba
마마,MAMA
니즈,NEEDS
위두,we do
포토클럽,N
인바,In bar
아보카두 ,AVOCADOO
아티티,ARTITHI
밥샵,shop
잉크,INK
89번가 레스토랑,Restaurant
푸티트 파리,P'tit Paris
킹,KING
발콩,Balcon
티엔비,T&B
뮤직씨티,3층
뮤직씨티,1층
집,ZIP
까페써티,cafe 30
지상컴퍼니,Jisang Company
비앤드비,B&B
노브,nob
미스영,miss young
서니사이드,SUNNYSiDE
챔프키친,Champkitchen
귀,GUI
비봉,2층
히어,Here
휴즈,FUSE
블룸,Bloom
카페자자,Cafe Ja Ja
스넥팬코,1층
스노우피크에이치큐라운지,Snow Peak HQ Lounge
헨스커피,HENS Coffee
테이스트 오브 타이랜드,Taste of Thailand
엘,L
니시키,NISIKI
비봉,1층
미스터,Mr
헬로빈,Hello Bean
커피스푼,coffee spoon
카페뮤,Cafe Mieux
미스터돈부리,Mr.돈부리
제이엠,J.M
제이앤제이푸드,J＆J food
비어익스프레스,Beer Express
립스,Ribs
콤마,Comma
엠비언스,Ambience
리오,Rio
코코,Co Co
팝레스토랑,1층
알테르 에고,ALTER EGO
피타타임,Pita time
태양,SUN
명품횡성청정한우 제주도청정도야지고기직영점,1호
조조푸드앤마켓,JoJo Food & Market
비에이취씨,BHC
더차이니스,The Chinese
비비큐,B.B.Q
스트릿커피,Street Coffee
케이,K
포바이포 스퀘어,4X4²
부이엔에스비어,VNS
더뷰라운지,The View Lounge
스마일 ,Smile
카인드,KIND
티피비,TPB
소그디아나,Sogdiana
한,HARNN
포폴로,popolo
메인,Main
구스토 인 쉐나 ,Gusto in scena
보이,BOY
지,Gee
더핸즈버거,The hanzburger
키라,KiRA
티.지.아이.프라이데이스,T.G.I.FRIDAY'S 
누오보,Nuovo
인,in
디데이,D-day
비비알,B.B.R
알레프,Aleph
헤라스,hera's
비에치씨,BHC
티지,T.G
뉴 씨엔엔,NEW CNN
89커피바,89 COFFEE BAR
테이블원,Table.1
디아나,DIANA
에스엔드에스,S&S
핑크플레이트,pink plate
부,Boo
시그니쳐 이키이키,ikiiki
퀴스쳔,Question
비에이치씨,BHC
비스트로디,Bistro D
나우,Now
베지힐,Veggie hill
카페마론,marron
더엔.지,The N.G
살롱드떼,Salon de The
싱크디퍼런스,Think difference
알앤비,RnB
아나로그2021,analogue2021
더팬,THE FAN
은성,OB
지빠,G-Bar
치읓,CHIUT
알앤디,R&D
와바,WARBAR
허브,Herb
아폴로,APOLLO
카페엔,Cafe N
아이프랜즈,i-friends
수다 하우,HOW
비밀,BMeal
시장파크,59년 왕십리
데어스 ,THERE'S
씨에스타,Siesta
카오시암,KhaoSiam
카페애,cafe愛
핑크판다,PinK Panda
에스,S
런,RUN
헤이주스,"Hey,Jus"
디햅,dHAb
미스터 츄러스,MR.CHURROS
씨페크래프트비어페스티벌,C-Fe Craft Beer Festival
컨버터,CONVERTOR
카페웨이비,wavy
젠젠,ZENZEN
룹,LOOP
카페 앤,cafe anne
허우,Hou
쟝커피,JEANcoffee
와우라자냐,WOWLASAGNA
딥,DIP
이김,EGIM
비어위크,BEER WEEK
샙그린,SAPGREEN
라운지 룬,LOUNGE LUNE
셰인,SHANE
더원푸드,Theone food
헝그리부처,HUNGRYBUTCHER
아끼,AQUI
고메오드,Gourmet ODD
치치연남점,chichi
카페쿤달,Cafe.KUNDAL
엘오엘,LOL
코너이분의일,corner1/2
미노스가든,Mino's Garden
젠틀펜디,GENTLEFENDI
랄라펍앤다이닝,Lala Pub & Dining
와이인,Y人
팬더룸,pantherroom
맙,MOBB
마오카페,MAO CAFE
와티카인도음식점,HALAL
스포라이브펍,SPOLIVEPUB
보데가,Bodega
로쿠스아모에누스,Locus Amoenus
사람사는 이야기,442
온앤오프,ON&OFF
라세나,La cena
디씨,DC
인터컨티넨탈 와인 바자,Intercontinental Wine Bazaar
새크라멘토,SACRAMENTO
스피크이지,speakeasy
라운징 북스,Lounging books
썅외 훈제전문점,2호점
올라잇푸드,ALL I EAT FOOD
디어 월플라워,Dear Wallflower
힐1971,HILL1971
핫 가이스,Hot Guys
란,Ran
허피,HUFFEE
딥,DEEP
더라페트,The Lafete
크림,KREEM
검보 야야,Gumbo yaya
제이에스푸드,JS푸드
제이케이씨,JKC
아너위,Annaw’i  coffee
라윈,La Une
비커밍,becoming
카페,cafe
피앤피,P&P
프롬이태리,FROM ITALY
포기,foggy
콘케이브 ,concave
더 2917,THE 2917
커피하우스,COFFEE HOUSE
스텔라34 ,Stella34
두,Doo
오비아까페,ovia cafe
와인,wine
에이치 인 더 키친 ,H in the kitchen
휘카페,Whi Cafe
비피유샵,BPU#
알라뷰,a la view
또르띠,ddorddi
에이난카페,a.NAN Cafe
디스코밥,Disco Bop
포밀,Phomeal
윤끼,Yunkki
비스트로1986,Bistro 1986
로락,LORAC
커피집,Coffee Zip
렌,Ren
에이비씨,ABC
틉신,TUVSHIN
파스카톨라,Pa`scatola
사랑커피,sarang coffee
아트센터 나비,Art Center NABI
트루솔,True Soul
브이 아이 피,VIP
포유,FOR YOU
아베뉴,Avenue
제리도넛,JerryDonuts
콩,KONG
달,DAL
맥스아이,I
모,MO
컵피,CUP.P
라쎌틱,La Celtique
퍼스트에비뉴,1st.Ave
위드와인,WITH WINE
퀸쓰,Queen's
칠공팔공,7080
렛고,Let Go
위고,We Go
켈러,KELLER
펍109,PUB109
보노,BONO
우시장,7호집
씨앤앤,CNN
티파니,Tiffany
폭스,FOX
제이제이스,JJ's
티즘재패니즈키친,Teaism Japanese kitchen
빈로이,Vinh Loi
제이제이,"J,J"
후앙,Huang
올웨이즈 크리스마스,Always Christmas
지,G
에피소드85,episode85
비에이치씨,BHC
밀크티,Milk tea
비비큐,BBQ
우리집치킨지지비,GGB
더 치킨 샾,The Chicken #
제리,Jerry
티.지.아이.프라이데이스서초점,T.G.I.FRIDAY'S서초점
마린,MARINE
리,LEE
라베가,LAVEGA
훗,Hoot
알지바,R.G BAR
쁠라스,Place
카페리스타트,Cafe Rest.Art
그루비,Groovy
굿후라이드치킨,G.F.C
쿤츠,1st.seed
큰일이야,1호
에이포,A4
마마,MAMA
알지오,R.G.O
깜,GGAM
지덱,ZDECK
쁠라뒤쥬르,plat du jour
더캔펍스튜디오,The Can Pub Studio
쿠바,CUBAR
비비큐,BBQ
하이도조,Hi DOZO
니가사,NIKASA
아이엠티카페,Imt카페
애드립,ADLIB
파파스머프,PAPA Smurfs
푸드,food
메르시,MERCI
라망39,La maim39
카페5017,CAFE5017
비비큐,BBQ
세븐에잇나인,7 ate 9
보네르67 ,BONHEUR67
에이미,AMY
오케이,OK
시베리아,Siberia
샘,SAM
레드브릭175,redbrick175
블루미,Bloomy
울랄라,WOOLALA
몽고네,Mongone
옵스,OPS
라야,Raya
온다,Onda
알리멘토,Alimento
켈리스,Kelly's
엘타워1,ELTOWER 1
무지개식당,10.찌개
맞이한,majihan
놈,nom
올리브떡볶이,BBQ
호호스넥,HO-HO-SNACK
퀸스,Queen's
돈데이,Day
더드림,The Dream
더휴,THE HUE
미르,MIR
제이&제이바,J&JBar
엠티엘,M.T.L
핀,Finn
에버블룸,EVER BLOOM
카페조율소,Cafe Joyulso
비스토,VISTO
비에이치씨,B.H.C
제이에스,JS)푸드(솔잎냉면
더블룸,THE BLOOM
엔스튜디오,en-studio
그린 고메,Green Gourmet
69도씨,69℃
커피 벨,COFFEE BELL
더빅,The big
헬로우,Hello
룬,LUNE
케이,K
썬프라자지하스넥,5호
식안과-5098,2017.02.20
오투,O2
쿠바프레소,CUBApresso
썬프라자지하,1호
썬프라자지하,2호
썬프라자지하스넥,3호
안,Ann
토로로,TORORO
앤,N
더마니,The mani
더캐슬,The Castle
생강,Saengang
프라우스타에스프레소,PROWSTAR ESPRESSO
버켓 리스트 ,1호점
면점,MianDian
카루비야,KARUBIYA
카루비야,KARUBIYA
마루,maru
지오,Gio'Story
제이필,Jfeel
오디사삼구,OD439
래드 카페,Bar
티브이,TV)파크(신사점
로블,ROVL
구디구디,goody goody
탑,TOP
통큰,Tongkeun
초이스,CHOI'S
제이앤제이,J&J
보리,vory
부,BOO
커피베이,COFFEE BAY
에스티 컴퍼니,STCOMPANY
더블유,W
