"행정구역","2021년_거주자 인구수","2021년_세대수","2021년_남자 인구수","2021년_여자 인구수"
"울산광역시 중구 우정동(3111059000)","18,129","8,027","9,014","9,115"
"울산광역시 중구 태화동(3111060000)","33,043","12,662","16,473","16,570"
"울산광역시 중구 다운동(3111061000)","22,630","10,658","11,511","11,119"
"울산광역시 중구 병영1동(3111062000)","21,975","9,282","11,147","10,828"
"울산광역시 중구 병영2동(3111063000)","20,198","8,564","10,160","10,038"
"울산광역시 중구 약사동(3111064000)","10,779","3,789","5,400","5,379"
"울산광역시 중구 성안동(3111065000)","20,818","8,419","10,641","10,177"
"울산광역시 남구 (3114000000)","312,380","137,213","159,167","153,213"
"울산광역시 남구 신정1동(3114051000)","18,071","9,457","9,084","8,987"
"울산광역시 남구 신정2동(3114052000)","24,074","9,579","12,295","11,779"
"울산광역시 남구 신정3동(3114053000)","16,269","7,610","8,257","8,012"
"울산광역시 남구 신정4동(3114054000)","20,826","8,446","10,515","10,311"
"울산광역시 남구 신정5동(3114055000)","8,790","4,665","4,701","4,089"
"울산광역시 남구 달동(3114056000)","27,021","13,563","13,609","13,412"
"울산광역시 남구 삼산동(3114057000)","48,782","23,241","25,325","23,457"
"울산광역시 남구 삼호동(3114058500)","20,262","9,209","10,334","9,928"
"울산광역시 남구 무거동(3114059500)","31,730","13,297","16,273","15,457"
"울산광역시 남구 옥동(3114060000)","26,297","9,868","13,202","13,095"
"울산광역시 남구 대현동(3114062500)","29,697","11,243","14,830","14,867"
"울산광역시 남구 수암동(3114063500)","16,640","6,035","8,321","8,319"
"울산광역시 남구 선암동(3114064000)","14,264","6,000","7,354","6,910"
"울산광역시 남구 야음장생포동(3114067000)","9,657","5,000","5,067","4,590"
"울산광역시 동구 (3117000000)","153,530","65,692","80,055","73,475"
"울산광역시 동구 방어동(3117051000)","39,968","17,941","21,459","18,509"
"울산광역시 동구 일산동(3117052000)","5,737","3,125","3,068","2,669"
"울산광역시 동구 화정동(3117053000)","19,399","8,209","9,945","9,454"
"울산광역시 동구 대송동(3117054000)","11,527","5,062","6,036","5,491"
"울산광역시 동구 전하1동(3117055000)","14,670","6,413","7,551","7,119"
"울산광역시 동구 전하2동(3117056000)","20,497","7,758","10,398","10,099"
"울산광역시 동구 남목1동(3117058000)","8,720","3,657","4,460","4,260"
"울산광역시 동구 남목2동(3117059000)","21,025","8,670","11,094","9,931"
"울산광역시 동구 남목3동(3117060000)","11,987","4,857","6,044","5,943"
"울산광역시 북구 (3120000000)","218,334","85,479","113,027","105,307"
"울산광역시 북구 농소1동(3120051000)","36,700","14,368","18,790","17,910"
"울산광역시 북구 농소2동(3120052000)","41,671","15,454","21,170","20,501"
"울산광역시 북구 농소3동(3120053000)","38,069","13,110","19,359","18,710"
"울산광역시 북구 강동동(3120054000)","16,357","6,578","8,387","7,970"
"울산광역시 북구 효문동(3120056000)","29,449","12,951","15,766","13,683"
"울산광역시 북구 송정동(3120057000)","36,367","13,789","18,499","17,868"
"울산광역시 북구 양정동(3120058000)","9,850","4,746","5,719","4,131"
"울산광역시 북구 염포동(3120059000)","9,871","4,483","5,337","4,534"
"울산광역시 울주군 (3171000000)","221,426","97,964","114,377","107,049"
"울산광역시 울주군 온산읍(3171025000)","20,291","10,702","11,701","8,590"
"울산광역시 울주군 언양읍(3171025300)","28,222","12,240","14,150","14,072"
"울산광역시 울주군 온양읍(3171025600)","28,645","12,217","14,886","13,759"
"울산광역시 울주군 범서읍(3171025900)","69,639","25,073","35,011","34,628"
"울산광역시 울주군 청량읍(3171026200)","19,042","8,378","9,831","9,211"
"울산광역시 울주군 삼남읍(3171026500)","22,539","11,266","11,620","10,919"
"울산광역시 울주군 서생면(3171031000)","8,341","4,456","4,491","3,850"
"울산광역시 울주군 웅촌면(3171034000)","7,673","4,152","3,981","3,692"
"울산광역시 울주군 두동면(3171036000)","4,266","2,409","2,196","2,070"
"울산광역시 울주군 두서면(3171037000)","3,090","1,885","1,540","1,550"
"울산광역시 울주군 상북면(3171038000)","7,927","4,165","4,043","3,884"
"울산광역시 울주군 삼동면(3171040000)","1,751","1,021","927","824"
"세종특별자치시  (3600000000)","371,138","153,048","185,271","185,867"
"세종특별자치시  (3611000000)","371,138","153,048","185,271","185,867"
"세종특별자치시  조치원읍(3611025000)","43,073","20,807","22,409","20,664"
"세종특별자치시  연기면(3611031000)","2,795","1,678","1,585","1,210"
"세종특별자치시  연동면(3611032000)","3,098","1,736","1,628","1,470"
"세종특별자치시  부강면(3611033000)","6,104","3,341","3,372","2,732"
"세종특별자치시  금남면(3611034000)","8,930","4,906","4,741","4,189"
"세종특별자치시  장군면(3611035000)","6,941","4,206","4,015","2,926"
"세종특별자치시  연서면(3611036000)","7,357","3,949","4,028","3,329"
"세종특별자치시  전의면(3611037000)","5,472","2,985","2,926","2,546"
"세종특별자치시  전동면(3611038000)","3,351","1,966","1,801","1,550"
"세종특별자치시  소정면(3611039000)","2,256","1,153","1,193","1,063"
"세종특별자치시  한솔동(3611051000)","18,592","6,394","9,138","9,454"
"세종특별자치시  새롬동(3611051500)","38,144","15,270","18,532","19,612"
"세종특별자치시  도담동(3611052000)","33,295","14,206","16,038","17,257"
"세종특별자치시  해밀동(3611052500)","8,562","3,093","4,190","4,372"
"세종특별자치시  아름동(3611053000)","23,310","7,759","11,560","11,750"
"세종특별자치시  종촌동(3611054000)","29,106","10,840","14,154","14,952"
"세종특별자치시  고운동(3611055000)","34,124","11,864","16,707","17,417"
"세종특별자치시  소담동(3611055500)","20,390","7,352","10,040","10,350"
"세종특별자치시  반곡동(3611055600)","17,578","7,595","8,661","8,917"
"세종특별자치시  보람동(3611056000)","19,008","6,895","9,296","9,712"
"세종특별자치시  대평동(3611057000)","11,310","4,372","5,641","5,669"
"세종특별자치시  다정동(3611058000)","28,342","10,681","13,616","14,726"
"경기도  (4100000000)","13,481,995","5,780,629","6,782,604","6,699,391"
"경기도 수원시 (4111000000)","1,177,170","512,736","592,179","584,991"
"경기도 수원시 장안구 (4111100000)","272,294","117,258","136,980","135,314"
"경기도 수원시 장안구 파장동(4111156000)","23,043","10,507","11,642","11,401"
"경기도 수원시 장안구 율천동(4111156600)","42,013","19,913","22,243","19,770"
"경기도 수원시 장안구 정자1동(4111157100)","28,772","10,878","14,148","14,624"
"경기도 수원시 장안구 정자2동(4111157200)","35,872","14,798","17,583","18,289"
"경기도 수원시 장안구 정자3동(4111157300)","41,319","14,215","20,618","20,701"
"경기도 수원시 장안구 영화동(4111158000)","19,689","10,554","10,032","9,657"
"경기도 수원시 장안구 송죽동(4111159100)","19,346","8,844","9,587","9,759"
"경기도 수원시 장안구 조원1동(4111159700)","28,041","12,747","14,149","13,892"
"경기도 수원시 장안구 조원2동(4111159800)","18,470","6,480","8,879","9,591"
"경기도 수원시 장안구 연무동(4111160000)","15,729","8,322","8,099","7,630"
"경기도 수원시 권선구 (4111300000)","362,387","155,626","182,909","179,478"
"경기도 수원시 권선구 세류1동(4111352000)","10,024","4,377","5,025","4,999"
"경기도 수원시 권선구 세류2동(4111353000)","23,325","12,153","12,034","11,291"
"경기도 수원시 권선구 세류3동(4111354000)","18,571","9,023","9,354","9,217"
"경기도 수원시 권선구 평동(4111355000)","40,213","16,528","20,340","19,873"
"경기도 수원시 권선구 서둔동(4111356000)","37,814","17,112","19,255","18,559"
"경기도 수원시 권선구 구운동(4111365000)","24,122","10,663","12,194","11,928"
"경기도 수원시 권선구 금곡동(4111366200)","45,391","17,469","22,362","23,029"
"경기도 수원시 권선구 호매실동(4111366400)","46,112","17,216","22,949","23,163"
"경기도 수원시 권선구 권선1동(4111367000)","24,495","13,031","12,495","12,000"
"경기도 수원시 권선구 권선2동(4111368000)","48,349","17,246","23,765","24,584"
"경기도 수원시 권선구 곡선동(4111369000)","27,493","14,652","14,798","12,695"
"경기도 수원시 권선구 입북동(4111370000)","16,478","6,156","8,338","8,140"
"경기도 수원시 팔달구 (4111500000)","180,439","89,709","90,756","89,683"
"경기도 수원시 팔달구 매교동(4111565000)","5,697","3,150","2,975","2,722"
"경기도 수원시 팔달구 매산동(4111566000)","10,097","5,827","5,386","4,711"
"경기도 수원시 팔달구 고등동(4111567000)","19,833","9,325","9,983","9,850"
"경기도 수원시 팔달구 화서1동(4111568000)","22,340","9,898","10,830","11,510"
"경기도 수원시 팔달구 화서2동(4111569000)","25,603","9,565","12,596","13,007"
"경기도 수원시 팔달구 지동(4111570000)","10,507","5,507","5,354","5,153"
"경기도 수원시 팔달구 우만1동(4111571000)","19,906","10,736","9,901","10,005"
"경기도 수원시 팔달구 우만2동(4111572000)","16,801","7,545","8,449","8,352"
"경기도 수원시 팔달구 인계동(4111573000)","39,402","21,766","19,807","19,595"
"경기도 수원시 팔달구 행궁동(4111574000)","10,253","6,390","5,475","4,778"
"경기도 수원시 영통구 (4111700000)","362,050","150,143","181,534","180,516"
"경기도 수원시 영통구 매탄1동(4111751000)","17,503","7,584","8,819","8,684"
"경기도 수원시 영통구 매탄2동(4111752000)","14,693","6,472","7,295","7,398"
"경기도 수원시 영통구 매탄3동(4111753000)","35,819","15,751","18,580","17,239"
"경기도 수원시 영통구 매탄4동(4111754000)","21,324","9,388","10,421","10,903"
"경기도 수원시 영통구 원천동(4111755000)","38,654","17,996","19,564","19,090"
"경기도 수원시 영통구 영통1동(4111757000)","34,615","12,526","17,021","17,594"
"경기도 수원시 영통구 영통2동(4111758000)","26,095","13,124","13,802","12,293"
"경기도 수원시 영통구 영통3동(4111758500)","32,432","13,436","16,574","15,858"
"경기도 수원시 영통구 망포1동(4111759300)","31,038","10,897","15,645","15,393"
"경기도 수원시 영통구 망포2동(4111759600)","27,783","9,390","13,876","13,907"
"경기도 수원시 영통구 광교1동(4111760000)","52,867","21,972","25,860","27,007"
"경기도 수원시 영통구 광교2동(4111761000)","29,227","11,607","14,077","15,150"
"경기도 성남시 (4113000000)","923,097","403,807","456,952","466,145"
"경기도 성남시 수정구 (4113100000)","234,010","113,075","118,379","115,631"
"경기도 성남시 수정구 신흥1동(4113151000)","13,311","7,838","7,014","6,297"
"경기도 성남시 수정구 신흥2동(4113152000)","20,029","7,550","9,748","10,281"
"경기도 성남시 수정구 신흥3동(4113153000)","11,181","6,394","5,893","5,288"
"경기도 성남시 수정구 태평1동(4113154000)","15,221","8,754","7,820","7,401"
"경기도 성남시 수정구 태평2동(4113155000)","15,268","7,878","7,681","7,587"
"경기도 성남시 수정구 태평3동(4113156000)","13,238","6,830","6,796","6,442"
"경기도 성남시 수정구 태평4동(4113156100)","13,106","6,592","6,633","6,473"
"경기도 성남시 수정구 수진1동(4113157000)","12,257","7,239","6,389","5,868"
"경기도 성남시 수정구 수진2동(4113158000)","15,727","7,726","7,945","7,782"
"경기도 성남시 수정구 단대동(4113159000)","15,477","6,664","7,611","7,866"
"경기도 성남시 수정구 산성동(4113160000)","5,259","2,404","2,659","2,600"
"경기도 성남시 수정구 양지동(4113161000)","9,798","4,289","4,848","4,950"
"경기도 성남시 수정구 복정동(4113162000)","10,865","6,723","6,048","4,817"
"경기도 성남시 수정구 위례동(4113162500)","45,174","17,912","22,053","23,121"
"경기도 성남시 수정구 신촌동(4113163000)","4,627","2,015","2,466","2,161"
"경기도 성남시 수정구 고등동(4113164000)","10,435","4,659","5,176","5,259"
"경기도 성남시 수정구 시흥동(4113165000)","3,037","1,608","1,599","1,438"
"경기도 성남시 중원구 (4113300000)","208,942","98,815","105,710","103,232"
"경기도 성남시 중원구 성남동(4113351000)","33,531","18,227","17,431","16,100"
"경기도 성남시 중원구 중앙동(4113352500)","11,845","5,720","6,181","5,664"
"경기도 성남시 중원구 금광1동(4113353000)","6,428","3,023","3,314","3,114"
"경기도 성남시 중원구 금광2동(4113354000)","25,671","12,305","12,645","13,026"
"경기도 성남시 중원구 은행1동(4113355000)","10,283","4,484","5,049","5,234"
"경기도 성남시 중원구 은행2동(4113356000)","23,618","11,033","11,687","11,931"
"경기도 성남시 중원구 상대원1동(4113357000)","25,063","12,015","12,982","12,081"
"경기도 성남시 중원구 상대원2동(4113358000)","12,773","6,605","6,641","6,132"
"경기도 성남시 중원구 상대원3동(4113359000)","12,077","6,367","6,308","5,769"
"경기도 성남시 중원구 하대원동(4113366000)","20,431","8,263","10,291","10,140"
"경기도 성남시 중원구 도촌동(4113367000)","27,222","10,773","13,181","14,041"
"경기도 성남시 분당구 (4113500000)","480,145","191,917","232,863","247,282"
"경기도 성남시 분당구 분당동(4113551000)","25,525","10,157","12,546","12,979"
"경기도 성남시 분당구 수내1동(4113552000)","17,376","7,528","8,266","9,110"
"경기도 성남시 분당구 수내2동(4113553000)","10,405","3,173","5,062","5,343"
"경기도 성남시 분당구 수내3동(4113554000)","13,644","5,136","6,807","6,837"
"경기도 성남시 분당구 정자동(4113554500)","19,177","8,180","9,611","9,566"
"경기도 성남시 분당구 정자1동(4113555000)","29,928","13,644","14,080","15,848"
"경기도 성남시 분당구 정자2동(4113556000)","15,290","7,470","7,238","8,052"
"경기도 성남시 분당구 정자3동(4113557000)","16,462","6,399","7,986","8,476"
"경기도 성남시 분당구 서현1동(4113558000)","31,490","12,528","15,228","16,262"
"경기도 성남시 분당구 서현2동(4113559000)","18,134","6,609","8,964","9,170"
"경기도 성남시 분당구 이매1동(4113560000)","25,127","8,933","12,276","12,851"
"경기도 성남시 분당구 이매2동(4113561000)","13,197","4,404","6,432","6,765"
"경기도 성남시 분당구 야탑1동(4113562000)","17,089","7,584","8,485","8,604"
"경기도 성남시 분당구 야탑2동(4113563000)","16,255","6,046","7,742","8,513"
