,name,name_eng,problems
138432,크니크니어린이집,Knickni Nursery School,"[('어린이집', 'Daycare')]"
138543,삼산유치원,Samsan Kindergarten,"[('유치원', 'Kindergarden')]"
138699,귤현초등학교 병설유치원,Gyulhyeon Elementary School  Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
138865,올인학원,All-in school,"[('학원', 'Academy')]"
138970,꼬마사랑어린이집,little love nursery,"[('어린이집', 'Daycare')]"
138972,초콜릿어린이집,Chocolate Nursery,"[('어린이집', 'Daycare')]"
139025,하늘별어린이집,Sky Star Nursery School,"[('어린이집', 'Daycare')]"
139093,신도유치원,Shindo Kindergarten,"[('유치원', 'Kindergarden')]"
139105,아가랑어린이집,Agarang Nursery,"[('어린이집', 'Daycare')]"
139180,루원사랑어린이집,Luwon Love Nursery School,"[('어린이집', 'Daycare')]"
139209,오렌지어린이집,Orange Nursery,"[('어린이집', 'Daycare')]"
139224,음식나라조리학원 주안점,Food Nara Culinary School Main Branch,"[('학원', 'Academy')]"
139266,열린학원,open school,"[('학원', 'Academy')]"
139388,예원어린이집,Yewon Nursery School,"[('어린이집', 'Daycare')]"
139529,합일초등학교병설유치원,Hapil Elementary School Affiliated Kindergarten,"[('유치원', 'Kindergarden')]"
139653,아띠어린이집,Atti Nursery,"[('어린이집', 'Daycare')]"
139732,해명초등학교 병설유치원,Haemyeong Elementary School Affiliated Kindergarten,"[('유치원', 'Kindergarden')]"
139759,도치파파어린이집,Tochipapa Nursery School,"[('어린이집', 'Daycare')]"
139968,젤라어학원,Gela language school,"[('학원', 'Academy')]"
139987,예크어린이집,Yek Nursery,"[('어린이집', 'Daycare')]"
140043,영선초등학교병설유치원,Kindergarten attached to Yeongseon Elementary School,"[('유치원', 'Kindergarden')]"
140129,EGS어학원,EGS Language School,"[('학원', 'Academy')]"
140148,수정어린이집,Sujeong Nursery School,"[('어린이집', 'Daycare')]"
140233,희미술학원,Diminutive Academy,"[('미술', 'Art')]"
140296,이용우 영어학원,Yongwoo Lee English School,"[('학원', 'Academy')]"
140358,미래유치원,Future Kindergarten,"[('유치원', 'Kindergarden')]"
140360,베베어린이집,Bebe Nursery School,"[('어린이집', 'Daycare')]"
140617,용정초등학교병설유치원,Kindergarten attached to Yongjeong Elementary School,"[('유치원', 'Kindergarden')]"
140856,햇살나무어린이집,Sunshine Tree Nursery,"[('어린이집', 'Daycare')]"
140979,예일유치원,Yale Kindergarten,"[('유치원', 'Kindergarden')]"
141001,글로벌나래유치원,Global Narae Kindergarten,"[('유치원', 'Kindergarden')]"
141095,아기별어린이집,Baby Star Nursery,"[('어린이집', 'Daycare')]"
141154,꿈꾸는어린이집,dream nursery,"[('어린이집', 'Daycare')]"
141235,현대유치원,Hyundai Kindergarten,"[('유치원', 'Kindergarden')]"
141309,꼬마별어린이집,Little Star Nursery,"[('어린이집', 'Daycare')]"
141312,에코i숲어린이집,Eco i Forest Day care Center,"[('어린이집', 'Daycare')]"
141438,예쁜어린이집,pretty nursery,"[('어린이집', 'Daycare')]"
141582,제임스권 영어학원,James Kwon English School,"[('학원', 'Academy')]"
141640,예다원유치원,Yedawon Kindergarten,"[('유치원', 'Kindergarden')]"
141703,신도어린이집,Shindo Nursery School,"[('어린이집', 'Daycare')]"
141894,성신어린이집,Sungshin Nursery School,"[('어린이집', 'Daycare')]"
141998,더큰빛어린이집,Bigger Light Nursery,"[('어린이집', 'Daycare')]"
142030,하늘나무어린이집,Sky Tree Nursery,"[('어린이집', 'Daycare')]"
142048,덕적초등학교 병설유치원,Deokjeok Elementary School  Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
142049,꿈에그린어린이집,Dream Nursery School,"[('어린이집', 'Daycare')]"
142271,미소랑어린이집,Misorang Nursery School,"[('어린이집', 'Daycare')]"
142356,성바오로유치원,St. Paul Kindergarten,"[('유치원', 'Kindergarden')]"
142368,초록나무어린이집,Green Tree Nursery,"[('어린이집', 'Daycare')]"
142405,구월행복아이사랑어린이집,september happy child love nursery school,"[('어린이집', 'Daycare')]"
142451,민병철어학원 주안점,Min Byeong-cheol Language School Main Point,"[('학원', 'Academy')]"
142625,아이원꿈터어린이집,I-One Dream Nursery,"[('어린이집', 'Daycare')]"
142645,한꼬마어린이집,One Little Nursery,"[('어린이집', 'Daycare')]"
142660,중앙LNC독학재수학원 인천연수본원,JoongAng LNC Self-Educated Learning Center Incheon Training Center,"[('학원', 'Academy'), ('수학', 'Math')]"
142712,맥쓰영수학원,Max Youngsu Academy,"[('수학', 'Math')]"
142721,열매어린이집,Fruit Nursery,"[('어린이집', 'Daycare')]"
142750,새아기나라어린이집,new baby country Day care Center,"[('어린이집', 'Daycare')]"
142764,해랑어린이집,Haerang Nursery,"[('어린이집', 'Daycare')]"
142808,금강뿌리어린이집,Geumgang Root Nursery School,"[('어린이집', 'Daycare')]"
142898,진주어린이집,Jinju Nursery School,"[('어린이집', 'Daycare')]"
142900,느티나무어린이집,Zelkova Nursery,"[('어린이집', 'Daycare')]"
143165,서해유치원,Seohae Kindergarten,"[('유치원', 'Kindergarden')]"
143304,담비 어린이집,marten nursery school,"[('어린이집', 'Daycare')]"
143346,해돋이유치원,Sunrise Kindergarten,"[('유치원', 'Kindergarden')]"
143385,아기사랑어린이집,baby love nursery,"[('어린이집', 'Daycare')]"
143700,마전어린이집,Majeon Nursery School,"[('어린이집', 'Daycare')]"
143784,은혜어린이집,Eunhye Nursery,"[('어린이집', 'Daycare')]"
143980,엘림몬테소리어린이집,Elim Montessori Nursery School,"[('어린이집', 'Daycare')]"
144054,새빛솔금유치원,Saebit Solgeum Kindergarten,"[('유치원', 'Kindergarden')]"
144100,서림초등학교병설유치원,Kindergarten attached to Seorim Elementary School,"[('유치원', 'Kindergarden')]"
144276,사랑의열매어린이집,Fruit of Love Nursery School,"[('어린이집', 'Daycare')]"
144419,기쁜소리어린이집,Happy Sound Nursery,"[('어린이집', 'Daycare')]"
144591,대우자동차운전전문학원,Daewoo Motor Driving School,"[('학원', 'Academy')]"
144820,눈초롱어린이집,Noonchorong Nursery School,"[('어린이집', 'Daycare')]"
144882,인천사리울초등학교 병설유치원,Incheon Sariul Elementary School  Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
144889,눈높이러닝센터 만수학원,Noonnoppi Learning Center Mansu Academy,"[('수학', 'Math')]"
144930,늘봄어린이집,Neulbom Nursery School,"[('어린이집', 'Daycare')]"
145420,부평윌비스고시학원,Bupyeong Wilvis High School,"[('학원', 'Academy')]"
145666,홍수학최영어고등전문학원,Hong Soo-Hak Choi English High School,"[('학원', 'Academy'), ('수학', 'Math')]"
145861,예쁜꼬마어린이집,Pretty Little Nursery,"[('어린이집', 'Daycare')]"
145881,THE큰빛유치원,THE Keunbit Kindergarten,"[('유치원', 'Kindergarden')]"
145914,보듬이어린이집,Bodeumyi Nursery,"[('어린이집', 'Daycare')]"
146011,석암어린이집,Seokam Nursery School,"[('어린이집', 'Daycare')]"
146289,새한신어린이집,Saehanshin Nursery School,"[('어린이집', 'Daycare')]"
146359,생각나무어린이집,Think Tree Nursery,"[('어린이집', 'Daycare')]"
146392,성심유치원,Sacred Heart Kindergarten,"[('유치원', 'Kindergarden')]"
146430,부개아이어린이집,Boogae Child Nursery,"[('어린이집', 'Daycare')]"
146435,상상도전학원,imaginary school,"[('학원', 'Academy')]"
146517,한국전기기술학원,Korea Electric Technology Institute,"[('학원', 'Academy')]"
146523,힐스테이트자이계양유치원,Hillstate Xi Gyeyang Kindergarten,"[('유치원', 'Kindergarden')]"
146587,꿈동산어린이집,Dream Garden Nursery School,"[('어린이집', 'Daycare')]"
146610,인천도화초등학교 병설유치원,Incheon Dohwa Elementary School  Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
146617,엣지영수학원,Edge Enrollment Academy,"[('수학', 'Math')]"
146657,정상어학원 인천남동분원,Jeongsang Language School Incheon Namdong Branch,"[('학원', 'Academy')]"
146705,대우태양어린이집,Daewoo Taeyang Nursery School,"[('어린이집', 'Daycare')]"
146707,수학의힘 외대HS어학원 주안캠퍼스,The Power of Mathematics University of Foreign Studies HS Language School Juan Campus,"[('학원', 'Academy')]"
146738,도담유치원,Dodam Kindergarten,"[('유치원', 'Kindergarden')]"
146889,리라몬테소리어린이집,Lira Montessori Nursery School,"[('어린이집', 'Daycare')]"
146890,서창그린어린이집,Seochang Green Nursery,"[('어린이집', 'Daycare')]"
146894,예랑어린이집,Yerang Nursery School,"[('어린이집', 'Daycare')]"
146938,아이사랑어린이집,child love nursery,"[('어린이집', 'Daycare')]"
146980,푸른마을유치원,Blue Village Kindergarten,"[('유치원', 'Kindergarden')]"
147021,이지수학교습소,Lee Ji-soo School,"[('수학', 'Math')]"
147104,간재울초등학교병설유치원,Kindergarten attached to Ganjaeul Elementary School,"[('유치원', 'Kindergarden')]"
